GTD ID,DATE,COUNTRY,CITY,PERPETRATOR 1,GUNCERTAIN 1,PERPETRATOR 2,GUNCERTAIN 2,PERPETRATOR 3,GUNCERTAIN 3,FATALITIES,INJURED,TARGET TYPE 1,TARGET TYPE 2,TARGET TYPE 3,REGION,ATTACK TYPE 1,ATTACK TYPE 2,ATTACK TYPE 3,WEAPON TYPE 1,WEAPON TYPE 2,WEAPON TYPE 3,WEAPON TYPE 4
201601270032,2016-01-27,"Iraq","Al-Baghdadi","Islamic State of Iraq and the Levant (ISIL)",0,,,,,16,10,Police,Terrorists/Non-state Militia,Private Citizens & Property,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,Unknown,,
201601260006,2016-01-26,"Syria","Homs","Islamic State of Iraq and the Levant (ISIL)",0,,,,,13,50,Military,Private Citizens & Property,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201601260005,2016-01-26,"Syria","Homs","Islamic State of Iraq and the Levant (ISIL)",0,,,,,14,50,Military,Private Citizens & Property,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201601230023,2016-01-23,"Iraq","Unknown","Islamic State of Iraq and the Levant (ISIL)",0,,,,,46,4,Police,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201601160013,2016-01-16,"Syria","Deir ez-Zor","Islamic State of Iraq and the Levant (ISIL)",0,,,,,17,Unknown,Military,Private Citizens & Property,,Middle East & North Africa,Hostage Taking (Kidnapping),Bombing/Explosion,,Explosives/Bombs/Dynamite,Unknown,,
201601160012,2016-01-16,"Syria","Deir ez-Zor","Islamic State of Iraq and the Levant (ISIL)",0,,,,,16,Unknown,Private Citizens & Property,,,Middle East & North Africa,Hostage Taking (Kidnapping),Bombing/Explosion,,Explosives/Bombs/Dynamite,Unknown,,
201601160011,2016-01-16,"Syria","Deir ez-Zor","Islamic State of Iraq and the Levant (ISIL)",0,,,,,16,Unknown,Private Citizens & Property,,,Middle East & North Africa,Hostage Taking (Kidnapping),Bombing/Explosion,,Explosives/Bombs/Dynamite,Unknown,,
201601160010,2016-01-16,"Syria","Deir ez-Zor","Islamic State of Iraq and the Levant (ISIL)",0,,,,,16,Unknown,Military,Private Citizens & Property,,Middle East & North Africa,Hostage Taking (Kidnapping),Bombing/Explosion,,Explosives/Bombs/Dynamite,Unknown,,
201601160008,2016-01-16,"Syria","Deir ez-Zor","Islamic State of Iraq and the Levant (ISIL)",0,,,,,16,Unknown,Military,Food or Water Supply,,Middle East & North Africa,Hostage Taking (Kidnapping),Bombing/Explosion,,Explosives/Bombs/Dynamite,Unknown,,
201601160007,2016-01-16,"Syria","Deir ez-Zor","Islamic State of Iraq and the Levant (ISIL)",0,,,,,16,Unknown,Military,Private Citizens & Property,,Middle East & North Africa,Hostage Taking (Kidnapping),Bombing/Explosion,,Explosives/Bombs/Dynamite,Unknown,,
201601160006,2016-01-16,"Syria","Deir ez-Zor","Islamic State of Iraq and the Levant (ISIL)",0,,,,,16,Unknown,Military,Business,,Middle East & North Africa,Hostage Taking (Kidnapping),Bombing/Explosion,,Explosives/Bombs/Dynamite,Unknown,,
201601160005,2016-01-16,"Syria","Deir ez-Zor","Islamic State of Iraq and the Levant (ISIL)",0,,,,,16,Unknown,Military,Private Citizens & Property,,Middle East & North Africa,Hostage Taking (Kidnapping),Bombing/Explosion,,Explosives/Bombs/Dynamite,Unknown,,
201601160004,2016-01-16,"Syria","Ayyash","Islamic State of Iraq and the Levant (ISIL)",0,,,,,16,Unknown,Private Citizens & Property,,,Middle East & North Africa,Hostage Taking (Kidnapping),Bombing/Explosion,,Explosives/Bombs/Dynamite,Unknown,,
201601160003,2016-01-16,"Syria","Bughailiyeh","Islamic State of Iraq and the Levant (ISIL)",0,,,,,16,Unknown,Military,Private Citizens & Property,,Middle East & North Africa,Hostage Taking (Kidnapping),Bombing/Explosion,,Explosives/Bombs/Dynamite,Unknown,,
201601160002,2016-01-16,"Syria","Deir ez-Zor","Islamic State of Iraq and the Levant (ISIL)",0,,,,,16,Unknown,Military,Private Citizens & Property,,Middle East & North Africa,Hostage Taking (Kidnapping),Bombing/Explosion,,Explosives/Bombs/Dynamite,Unknown,,
201601150072,2016-01-15,"Syria","Tuq al-Milh","Islamic State of Iraq and the Levant (ISIL)",0,,,,,3,3,Terrorists/Non-state Militia,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201601140023,2016-01-14,"Iraq","Tall Kusaybah","Islamic State of Iraq and the Levant (ISIL)",0,,,,,9,4,Government (General),Police,Terrorists/Non-state Militia,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,Unknown,,
201601120043,2016-01-12,"Iraq","Tikrit","Islamic State of Iraq and the Levant (ISIL)",0,,,,,25,Unknown,Unknown,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201601120019,2016-01-12,"Iraq","Jadidat ash Shatt","Islamic State of Iraq and the Levant (ISIL)",0,,,,,3,1,Police,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201601120001,2016-01-12,"Turkey","Istanbul","Islamic State of Iraq and the Levant (ISIL)",0,,,,,13,13,Tourists,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201601110028,2016-01-11,"Iraq","Muqdadiyah","Islamic State of Iraq and the Levant (ISIL)",0,,,,,11,25,Business,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201601110027,2016-01-11,"Iraq","Muqdadiyah","Islamic State of Iraq and the Levant (ISIL)",0,,,,,11,25,Business,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201601110026,2016-01-11,"Iraq","Baghdad","Islamic State of Iraq and the Levant (ISIL)",0,,,,,21,50,Business,,,Middle East & North Africa,Hostage Taking (Barricade Incident),Bombing/Explosion,Armed Assault,Explosives/Bombs/Dynamite,Explosives/Bombs/Dynamite,Firearms,
201601100034,2016-01-10,"Iraq","Husaybah","Islamic State of Iraq and the Levant (ISIL)",0,,,,,3,0,Unknown,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201601040046,2016-01-04,"Iraq","Hadithah","Islamic State of Iraq and the Levant (ISIL)",0,,,,,112,30,Military,Terrorists/Non-state Militia,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,Explosives/Bombs/Dynamite,,
201601030021,2016-01-03,"Iraq","Hadithah district","Islamic State of Iraq and the Levant (ISIL)",0,,,,,13,Unknown,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,Unknown,,
201601030006,2016-01-03,"Iraq","Tikrit","Islamic State of Iraq and the Levant (ISIL)",0,,,,,11,7,Police,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,Explosives/Bombs/Dynamite,,
201512300020,2015-12-30,"Iraq","Samarra district","Islamic State of Iraq and the Levant (ISIL)",0,,,,,12,Unknown,Military,Terrorists/Non-state Militia,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,Unknown,,
201512300015,2015-12-30,"Syria","Qamishli","Islamic State of Iraq and the Levant (ISIL)",0,,,,,9,15,Business,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201512300014,2015-12-30,"Syria","Qamishli","Islamic State of Iraq and the Levant (ISIL)",0,,,,,9,16,Business,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,Explosives/Bombs/Dynamite,,
201512280027,2015-12-28,"Syria","Homs","Islamic State of Iraq and the Levant (ISIL)",0,"Al-Nusrah Front",0,,,17,45,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201512240015,2015-12-24,"Iraq","Ramadi","Islamic State of Iraq and the Levant (ISIL)",0,,,,,7,0,Police,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,Unknown,,
201512230043,2015-12-23,"Syria","Deir ez-Zor","Islamic State of Iraq and the Levant (ISIL)",0,,,,,14,20,Military,Terrorists/Non-state Militia,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,Unknown,,
201512220038,2015-12-22,"Iraq","Albu Diab","Islamic State of Iraq and the Levant (ISIL)",0,,,,,15,12,Military,Terrorists/Non-state Militia,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201512170035,2015-12-17,"Iraq","Fallujah","Islamic State of Iraq and the Levant (ISIL)",0,,,,,4,5,Military,Terrorists/Non-state Militia,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201512170011,2015-12-17,"Iraq","Samarra","Islamic State of Iraq and the Levant (ISIL)",0,,,,,24,Unknown,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,Explosives/Bombs/Dynamite,Unknown,
201512170010,2015-12-17,"Iraq","Mukashafah","Islamic State of Iraq and the Levant (ISIL)",0,,,,,5,16,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,Explosives/Bombs/Dynamite,,
201512150024,2015-12-15,"Iraq","Albu Diab","Islamic State of Iraq and the Levant (ISIL)",0,,,,,3,2,Military,Terrorists/Non-state Militia,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201512150023,2015-12-15,"Iraq","Ramadi","Islamic State of Iraq and the Levant (ISIL)",0,,,,,3,2,Military,Terrorists/Non-state Militia,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201512150022,2015-12-15,"Iraq","Albu Faraj","Islamic State of Iraq and the Levant (ISIL)",0,,,,,2,2,Military,Terrorists/Non-state Militia,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201512140034,2015-12-14,"Iraq","Ramadi","Islamic State of Iraq and the Levant (ISIL)",0,,,,,16,Unknown,Military,Terrorists/Non-state Militia,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201512140033,2015-12-14,"Iraq","Albu Faraj","Islamic State of Iraq and the Levant (ISIL)",0,,,,,25,Unknown,Military,Terrorists/Non-state Militia,,Middle East & North Africa,Bombing/Explosion,Armed Assault,,Explosives/Bombs/Dynamite,Firearms,,
201512120034,2015-12-12,"Syria","Homs","Islamic State of Iraq and the Levant (ISIL)",0,,,,,12,35,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201512120001,2015-12-12,"Iraq","Nukhayb","Islamic State of Iraq and the Levant (ISIL)",0,,,,,7,10,Police,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201512100028,2015-12-10,"Syria","Tall Tamr","Islamic State of Iraq and the Levant (ISIL)",0,,,,,9,33,Terrorists/Non-state Militia,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201512100027,2015-12-10,"Syria","Tall Tamr","Islamic State of Iraq and the Levant (ISIL)",0,,,,,8,34,Business,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201512100026,2015-12-10,"Syria","Tall Tamr","Islamic State of Iraq and the Levant (ISIL)",0,,,,,8,34,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201512090031,2015-12-09,"Iraq","Baghdad","Islamic State of Iraq and the Levant (ISIL)",0,,,,,12,20,Religious Figures/Institutions,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201512080032,2015-12-08,"Iraq","Albu Faraj","Islamic State of Iraq and the Levant (ISIL)",0,,,,,8,12,Terrorists/Non-state Militia,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,Explosives/Bombs/Dynamite,,
201512040033,2015-12-04,"Iraq","Ramadi","Islamic State of Iraq and the Levant (ISIL)",0,,,,,15,12,Military,Terrorists/Non-state Militia,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201512040009,2015-12-04,"Iraq","Hamidhiyah","Islamic State of Iraq and the Levant (ISIL)",0,,,,,15,11,Military,Terrorists/Non-state Militia,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201512030020,2015-12-03,"Iraq","Madain","Islamic State of Iraq and the Levant (ISIL)",0,,,,,2,0,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201511300012,2015-11-30,"Iraq","Baghdad","Islamic State of Iraq and the Levant (ISIL)",0,,,,,6,17,Military,Private Citizens & Property,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201511280024,2015-11-28,"Iraq","Hayy Aqsu","Islamic State of Iraq and the Levant (ISIL)",0,,,,,6,15,Police,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201511240047,2015-11-24,"Iraq","Al-Salam","Islamic State of Iraq and the Levant (ISIL)",0,,,,,3,3,Terrorists/Non-state Militia,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201511240001,2015-11-24,"Tunisia","Tunis","Islamic State of Iraq and the Levant (ISIL)",0,,,,,13,17,Police,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201511230045,2015-11-23,"Iraq","Subayhat","Islamic State of Iraq and the Levant (ISIL)",0,,,,,3,0,Unknown,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201511230039,2015-11-23,"Iraq","Baghdad","Islamic State of Iraq and the Levant (ISIL)",0,,,,,0,0,Unknown,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201511200025,2015-11-20,"Iraq","Baghdad","Islamic State of Iraq and the Levant (ISIL)",0,,,,,8,28,Military,Private Citizens & Property,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201511130029,2015-11-13,"Iraq","Subayhat","Islamic State of Iraq and the Levant (ISIL)",0,,,,,1,0,Military,Terrorists/Non-state Militia,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201511130025,2015-11-12,"Iraq","Fallujah","Islamic State of Iraq and the Levant (ISIL)",0,,,,,6,0,Military,Terrorists/Non-state Militia,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201511130022,2015-11-13,"Iraq","Baghdad","Islamic State of Iraq and the Levant (ISIL)",0,,,,,14,36,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201511120002,2015-11-12,"Lebanon","Beirut","Islamic State of Iraq and the Levant (ISIL)",0,,,,,23,119,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,Explosives/Bombs/Dynamite,,
201511120001,2015-11-12,"Lebanon","Beirut","Islamic State of Iraq and the Levant (ISIL)",0,,,,,24,119,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,Explosives/Bombs/Dynamite,,
201511090038,2015-11-09,"Iraq","Tikrit","Islamic State of Iraq and the Levant (ISIL)",0,,,,,Unknown,Unknown,Military,Terrorists/Non-state Militia,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201511080015,2015-11-08,"Iraq","Baghdad","Islamic State of Iraq and the Levant (ISIL)",0,,,,,8,21,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201511070012,2015-11-07,"Iraq","Tarmiyah","Islamic State of Iraq and the Levant (ISIL)",0,,,,,2,7,Military,Private Citizens & Property,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201511060023,2015-11-05,"Iraq","Siniyah","Islamic State of Iraq and the Levant (ISIL)",0,,,,,7,0,Police,Terrorists/Non-state Militia,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201511050033,2015-11-05,"Iraq","Siniyah","Islamic State of Iraq and the Levant (ISIL)",0,,,,,Unknown,Unknown,Terrorists/Non-state Militia,Terrorists/Non-state Militia,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201511050002,2015-11-05,"Lebanon","Arsal","Islamic State of Iraq and the Levant (ISIL)",0,"Hezbollah",0,,,7,5,Religious Figures/Institutions,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201511040034,2015-11-04,"Syria","Al-Houl","Islamic State of Iraq and the Levant (ISIL)",0,,,,,2,0,Terrorists/Non-state Militia,Terrorists/Non-state Militia,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201511030038,2015-11-03,"Iraq","Dibis","Islamic State of Iraq and the Levant (ISIL)",0,,,,,8,15,Police,Government (General),,Middle East & North Africa,Bombing/Explosion,Armed Assault,,Explosives/Bombs/Dynamite,Explosives/Bombs/Dynamite,Firearms,
201511020035,2015-11-02,"Syria","Al-Khatuniya","Islamic State of Iraq and the Levant (ISIL)",0,,,,,1,Unknown,Terrorists/Non-state Militia,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201511010012,2015-11-01,"Iraq","Subayhat","Islamic State of Iraq and the Levant (ISIL)",0,,,,,1,0,Military,Terrorists/Non-state Militia,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201510310010,2015-10-31,"Iraq","Samarra district","Islamic State of Iraq and the Levant (ISIL)",0,,,,,1,3,Terrorists/Non-state Militia,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201510300015,2015-10-30,"Iraq","Karma","Islamic State of Iraq and the Levant (ISIL)",0,,,,,14,Unknown,Military,Terrorists/Non-state Militia,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,Unknown,,
201510280022,2015-10-28,"Iraq","Huwaysh","Islamic State of Iraq and the Levant (ISIL)",0,,,,,12,Unknown,Military,Terrorists/Non-state Militia,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201510270017,2015-10-27,"Iraq","Fallujah","Islamic State of Iraq and the Levant (ISIL)",0,,,,,4,0,Military,Police,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201510260010,2015-10-26,"Iraq","Baghdad","Islamic State of Iraq and the Levant (ISIL)",0,,,,,8,20,Private Citizens & Property,Police,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201510240024,2015-10-24,"Iraq","Ramadi","Islamic State of Iraq and the Levant (ISIL)",0,,,,,12,12,Military,Terrorists/Non-state Militia,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,Unknown,,
201510240013,2015-10-24,"Iraq","Baghdad","Islamic State of Iraq and the Levant (ISIL)",0,,,,,2,9,Private Citizens & Property,Police,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201510150005,2015-10-15,"Iraq","Baiji","Islamic State of Iraq and the Levant (ISIL)",0,,,,,3,0,Unknown,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201510130015,2015-10-13,"Iraq","Ishaqi","Islamic State of Iraq and the Levant (ISIL)",0,,,,,2,4,Police,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201510120019,2015-10-12,"Iraq","Baiji","Islamic State of Iraq and the Levant (ISIL)",0,,,,,4,13,Military,Terrorists/Non-state Militia,,Middle East & North Africa,Bombing/Explosion,Armed Assault,,Explosives/Bombs/Dynamite,Firearms,,
201510100010,2015-10-10,"Iraq","Unknown","Islamic State of Iraq and the Levant (ISIL)",0,,,,,Unknown,0,Unknown,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201510100002,2015-10-10,"Turkey","Ankara","Islamic State of Iraq and the Levant (ISIL)",0,"Kurdistan Workers' Party (PKK)",0,,,105,245,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201510080037,2015-10-08,"Syria","Haritan","Islamic State of Iraq and the Levant (ISIL)",0,,,21,24,Private Citizens & Property,Journalists & Media,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,
201510050011,2015-10-05,"Iraq","Khalis","Islamic State of Iraq and the Levant (ISIL)",0,,,,,41,58,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201510030013,2015-10-03,"Iraq","Baghdad","Islamic State of Iraq and the Levant (ISIL)",0,,,,,8,Unknown,Private Citizens & Property,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201510020009,2015-10-03,"Iraq","Baghdad","Islamic State of Iraq and the Levant (ISIL)",0,,,,,12,37,Police,Private Citizens & Property,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
